run_id,timestamp,config_hash,question_id,top_k,query_embed_time_ms,retrieval_time_ms,generation_time_ms,total_latency_ms,n_retrieved_chunks,retrieved_token_count,prompt_token_count,answer_token_count,energy_wh_per_query,co2_g_per_query,retrieved_chunk_ids,answer_text,notes
20260509T185155Z_6fb92835,2026-05-09T18:51:55+00:00,6fb92835,Q11,3,151.2618330307305,0.09658304043114185,9662.658415967599,9814.01683203876,3,1002,1135,53,0.12408356444794237,0.047269633876443645,02_IEA_0288;02_IEA_0067;02_IEA_0270,"I don't have enough information to answer that. The provided context only mentions the International Energy Agency (IEA) and various studies published in 2024, but it does not mention EPRI or any categorization of AI annual energy workloads by this organization.",energy_per_query: proportionally allocated from block tracker
20260509T185155Z_6fb92835,2026-05-09T18:51:55+00:00,6fb92835,Q12,3,194.19841602211818,1.0504170204512775,12135.065917042084,12330.314750084653,3,1456,1605,54,0.1558983881055464,0.0593894909488079,05_Greenpeace_0009;05_Greenpeace_0023;05_Greenpeace_0002,"I don't have enough information to answer that. The context only provides data for the years 2022, 2023, and a projection for 2030, but it does not provide any information about the electricity consumption from AI chip manufacturing in 2024.",energy_per_query: proportionally allocated from block tracker
20260509T185155Z_6fb92835,2026-05-09T18:51:55+00:00,6fb92835,Q13,3,137.18479202361777,0.060125021263957024,25515.63504099613,25652.879958041012,3,1479,1642,258,0.3243422991855267,0.12355819887472641,05_Greenpeace_0026;01_BLOOM_0018;03_Google_0120,"The BLOOM paper and the Greenpeace Chipping Point report both highlight the importance of considering indirect impacts of ML models on various industries such as transportation, agriculture or urban planning. They also mention that these impacts are harder to quantify precisely but are nonetheless worth including in the broader environmental impacts of ML.

However, when it comes to specific categories of AI hardware emissions that are typically overlooked in standard carbon accounting, both reports do not explicitly state what these categories are.

The BLOOM paper mentions that existing research classifies environmental impacts of information and communications technologies into 3 categories: computing-related impacts due to the manufacturing of hardware and devices as well as electricity consumption; indirect impacts of deploying the models, and system-level impacts on other domains. However, it does not specify what these overlooked categories are.

The Greenpeace Chipping Point report mentions that a market-based emissions analysis could not be reliably performed due to lack of standardization and significant variations in emissions reporting methodologies across manufacturers. It also excludes in-house solutions such as Google's Tensor Processing Units (TPUs), and the broader demand for generic components used in conjunction with specialized devices, from its scope.

Therefore, I don't have enough information to answer what specific categories of AI hardware emissions are typically overlooked in standard carbon accounting according to both reports.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q01,3,33.43470900108514,4.503791000388446,20344.694125000387,20382.63262500186,3,717,870,252,0.2576252471215753,0.09814233789096409,01_BLOOM_0031;01_BLOOM_0018;01_BLOOM_0032,"According to Table 3 in chunk 2, the breakdown of CO2 emissions from different sources of the BLOOM model life cycle is as follows:

* Embodied emissions: 11.2 tonnes (22.2% of total)
* Dynamic consumption: 24.69 tonnes (48.9% of total)
* Idle consumption: 14.6 tonnes (28.9% of total)

The total carbon footprint, including embodied emissions, dynamic power consumption, and idle consumption, is not explicitly stated in the provided context. However, we can infer that it includes all three components.

In chunk 3, it is mentioned that adding the embodied and idle emissions to the dynamic consumption results in a total of 123.82 tonnes of CO2eq (50.5 tonnes from Table 3 + 73.32 tonnes from additional experiments). This suggests that the total carbon footprint when accounting for all lifecycle processes is approximately 123.82 tonnes of CO2eq.

Therefore, the answer to the question is:

The total carbon footprint of training the BLOOM 176B model when accounting for all lifecycle processes (embodied emissions, dynamic power consumption, and idle consumption) is approximately 123.82 tonnes of CO2eq.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q02,3,178.00920800073072,0.43399999958637636,8850.652499999342,9029.095707999659,3,718,867,93,0.1141227954138017,0.04347507891288775,01_BLOOM_0026;01_BLOOM_0030;01_BLOOM_0018,"I don't have enough information to answer that.

The context only provides a comparison of carbon emissions between BLOOM and similar LLMs (GPT-3, Gopher, OPT), but does not explain why BLOOM's training produced far fewer CO₂ emissions than comparable models. It mentions that BLOOM's training resulted in less than half of the emissions of the closest comparable model, OPT, but does not provide a reason for this difference.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q03,3,36.704999998619314,0.06379100159392692,11597.634499999913,11634.403291000126,3,723,879,148,0.14705244793939876,0.05601963004251395,01_BLOOM_0017;01_BLOOM_0021;01_BLOOM_0013,"The authors measured idle power consumption during BLOOM training by comparing the total power consumption in different modes:

* Infrastructure mode (with computing nodes turned off but network, storage and cooling turned on): 27 kW
* Idle mode (with network, storage and compute nodes on, but no processes running): additional 64 kW

They argue that relying solely on GPU dynamic consumption (or datacenter PUE) understates the true emissions of model training because it only accounts for a portion of the total power consumption. According to their calculations, only around 54% of the power consumption can be attributed to running the code (dynamic power consumption), whereas the remaining 46% is used for keeping the computing nodes on (idle power consumption).",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q04,3,40.89995799949975,0.25970800015784334,7939.380874999188,7980.540540998845,3,531,671,94,0.10086963577593257,0.038426287748841506,02_IEA_0025;02_IEA_0129;02_IEA_0128,"According to the context, global data centres consumed around 415 terawatt-hours (TWh) of electricity in 2024.

However, I don't have enough information to answer the second part of the question regarding the IEA's projection for 2030. The text only mentions that there is a figure showing electricity consumption by region from 2005-2024, but it does not provide any information about the IEA's projections for 2030.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q05,3,33.06841700032237,0.06595900049433112,6946.219457999177,6979.353833999994,3,727,880,51,0.08821518737612033,0.033605575630933034,02_IEA_0046;02_IEA_0048;02_IEA_0047,"According to the context, 65% of the USD 16 trillion rise in market capitalization of S&P 500 companies came from AI-related companies alone. This indicates a significant surge in investor expectations and a rapid pace of growth in the AI industry.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q06,3,19.189499998901738,0.07129200093913823,11886.515707999934,11905.776499999774,3,705,853,155,0.1504824557954474,0.05732629153527567,02_IEA_0527;02_IEA_0222;02_IEA_0508,"According to the context, the IEA estimates that around one-fifth (20%) of global data centre capacity planned for construction by 2030 may be delayed in connecting to the grid due to grid constraints.

To mitigate this risk, the report suggests several strategies:

1. Clarifying the connection queue and capacity ramps of data centres: Utilities should implement policies and incentives that support the rationalisation of the connection pipeline and work together with developers to develop better visibility of roll-out schedules.
2. Accelerating permitting for new generation and grids: Grid operators can contribute to a robust information environment for investment decisions by providing tools such as grid capacity maps and clear grid expansion plans.

These strategies aim to improve the efficiency and transparency of the connection process, rather than necessarily building new transmission lines.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q07,3,33.35700000025099,0.07991599886736367,15163.45304099923,15196.889956998348,3,731,879,206,0.19208031674224066,0.07317299666295657,03_Google_0315;03_Google_0139;03_Google_0343,"According to chunk 2 (source: 03_Google, id: 03_Google_0139), Google increased its Contracted CFE by an unspecified amount, and its overall Grid CFE specifically in North America increased. The specific percentage changes are not provided for these metrics.

However, the question does state that despite significant growth in electricity demand (driven by AI), Google was able to increase its Google CFE percentage from 64% in 2022 and 2023 to 66% in 2024. This is cited as a result of increases in Contracted CFE and overall increases in global Grid CFE, specifically in North America.

Therefore, the answer is:

* The specific percentage changes for Contracted CFE and Grid CFE are not provided.
* Google's Google CFE percentage increased from 64% to 66%.
* The primary reason this was possible is cited as increases in Contracted CFE and overall increases in global Grid CFE, specifically in North America.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q08,3,161.76283300046634,0.12816600064979866,16666.4866659994,16828.377665000517,3,734,883,220,0.21270142254749888,0.08102860691946968,03_Google_0026;03_Google_0025;03_Google_0005,"According to the context, Ironwood performance per watt is double that of Trillium (the sixth-generation TPU), but it doesn't directly compare Ironwood to the first Cloud TPU from 2018. However, it does mention that Ironwood is nearly 30 times more power efficient than the first Cloud TPU from 2018.

The broader trend in Google's TPU hardware over four years (from 2015 to 2025) shows a significant improvement in energy efficiency with each new generation. The text mentions that Trillium delivers 14 times more compute per watt of power compared to the first generation of Cloud TPUs, and Ironwood is nearly 30 times more power efficient than the first Cloud TPU from 2018. This represents a trend of increasing energy efficiency in Google's TPU hardware over time.

Therefore, the answer is:

Ironwood performance per watt is nearly 30 times more power-efficient than the first Cloud TPU from 2018. This represents a broader trend of increasing energy efficiency in Google's TPU hardware with each new generation.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q09,3,67.99841700012621,0.9410410002601566,8132.0307919995685,8200.970249999955,3,521,668,82,0.10365574585793884,0.03948765638458179,03_Google_0133;03_Google_0134;03_Google_0350,"I don't have enough information to answer that.

The provided context only mentions Google's 2025 Environmental Report and some of its key points, but it doesn't explicitly discuss a contradiction between operational emissions falling while overall climate ambitions becoming harder to achieve. It does mention progress in reducing data center energy emissions by 12% in 2024, but it doesn't address the specific issue mentioned in the question.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q10,3,46.068666999417474,0.06729099914082326,13616.566333001174,13662.702290999732,3,731,877,155,0.17268902986308904,0.06578588592634375,04_EPRI_0037;04_EPRI_0038;04_EPRI_0036,"According to the context, a typical ChatGPT request is estimated to require 2.9 watt-hours (Wh) of electricity per request, while a traditional Google query uses about 0.3 Wh each [47]. This means that AI queries are estimated to require 10 times the electricity of traditional Google queries.

If AI were integrated into all Google searches, the electricity consumption could increase significantly. According to SemiAnalysis, this could necessitate 80 gigawatt-hours (GWh) daily or 29.2 terawatt-hours (TWh) yearly electricity consumption [34]. New Street Research's similar analysis suggests the need for around 400,000 servers, consuming 62.4 GWh daily or 22.8 TWh yearly [47].",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q11,3,71.85937499889405,0.08458400043309666,5314.18066599872,5386.124624998047,3,729,862,10,0.06807764792074289,0.025934179975406996,02_IEA_0125;02_IEA_0534;02_IEA_0126,I don't have enough information to answer that.,energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q12,3,33.365500001309556,0.06883400055812672,9105.6609999996,9139.095334001468,3,705,854,91,0.11551313008515499,0.04400472690593978,05_Greenpeace_0005;05_Greenpeace_0017;05_Greenpeace_0042,"According to the context:

* Global electricity consumption from AI chip manufacturing increased by more than 350% year on year, from 218 GWh in 2023 to nearly 984 GWh in 2024.
* By 2030, global electricity demand for artificial intelligence (AI) chipmaking is estimated to reach as much as 37,238 gigawatt hours (GWh), a 170-fold increase compared to 2023.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r1,2026-05-10T06:16:25+00:00,bc360218,Q13,3,34.6309590004239,0.062417000663117506,15398.541041999124,15433.234418000211,3,712,876,213,0.19506758052173562,0.07431099479975517,01_BLOOM_0034;05_Greenpeace_0048;05_Greenpeace_0049,"Based on the provided context, both reports highlight the importance of considering indirect impacts of deploying models and system-level impacts on other domains as part of a comprehensive emissions assessment.

The BLOOM paper mentions that existing research classifies environmental impacts into three categories: computing-related impacts (manufacturing of hardware and devices, electricity consumption), indirect impacts of deploying the models, and system-level impacts on other domains. The report argues that the focus is typically put solely on direct computing-related impacts, but indirect impacts of deploying the models and system-level impacts should also be considered.

The Greenpeace Chipping Point report does not explicitly mention categories of AI hardware emissions that are typically overlooked in standard carbon accounting. However, it mentions limitations regarding its scope, including:

* Excluding general-purpose components commonly integrated with AI accelerators
* Excluding in-house solutions, such as Google's Tensor Processing Units (TPUs)
* Not performing a market-based emissions analysis due to lack of standardization and variations in emissions reporting methodologies

However, the report does not explicitly mention categories that are typically overlooked.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q01,3,21.246625001367647,0.09445900104765315,17144.09470800092,17165.435792003336,3,717,870,252,0.21696038188398997,0.08265105747870596,01_BLOOM_0031;01_BLOOM_0018;01_BLOOM_0032,"According to Table 3 in chunk 2, the breakdown of CO2 emissions from different sources of the BLOOM model life cycle is as follows:

* Embodied emissions: 11.2 tonnes (22.2% of total)
* Dynamic consumption: 24.69 tonnes (48.9% of total)
* Idle consumption: 14.6 tonnes (28.9% of total)

The total carbon footprint, including embodied emissions, dynamic power consumption, and idle consumption, is not explicitly stated in the provided context. However, we can infer that it includes all three components.

In chunk 3, it is mentioned that adding the embodied and idle emissions to the dynamic consumption results in a total of 123.82 tonnes of CO2eq (50.5 tonnes from Table 3 + 73.32 tonnes from additional experiments). This suggests that the total carbon footprint when accounting for all lifecycle processes is approximately 123.82 tonnes of CO2eq.

Therefore, the answer to the question is:

The total carbon footprint of training the BLOOM 176B model when accounting for all lifecycle processes (embodied emissions, dynamic power consumption, and idle consumption) is approximately 123.82 tonnes of CO2eq.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q02,3,20.270541999707348,0.06283299990172964,9790.012540999669,9810.345915999278,3,718,867,93,0.12399664198102121,0.04723652076267002,01_BLOOM_0026;01_BLOOM_0030;01_BLOOM_0018,"I don't have enough information to answer that.

The context only provides a comparison of carbon emissions between BLOOM and similar LLMs (GPT-3, Gopher, OPT), but does not explain why BLOOM's training produced far fewer CO₂ emissions than comparable models. It mentions that BLOOM's training resulted in less than half of the emissions of the closest comparable model, OPT, but does not provide a reason for this difference.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q03,3,112.59166699892376,0.2917909987445455,12351.63458399984,12464.518041997508,3,723,879,148,0.15754371908527287,0.0600162797855347,01_BLOOM_0017;01_BLOOM_0021;01_BLOOM_0013,"The authors measured idle power consumption during BLOOM training by comparing the total power consumption in different modes:

* Infrastructure mode (with computing nodes turned off but network, storage and cooling turned on): 27 kW
* Idle mode (with network, storage and compute nodes on, but no processes running): additional 64 kW

They argue that relying solely on GPU dynamic consumption (or datacenter PUE) understates the true emissions of model training because it only accounts for a portion of the total power consumption. According to their calculations, only around 54% of the power consumption can be attributed to running the code (dynamic power consumption), whereas the remaining 46% is used for keeping the computing nodes on (idle power consumption).",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q04,3,44.46220899990294,0.08216700007324107,8164.582000001246,8209.126376001223,3,531,671,94,0.10375822758318082,0.03952669679781273,02_IEA_0025;02_IEA_0129;02_IEA_0128,"According to the context, global data centres consumed around 415 terawatt-hours (TWh) of electricity in 2024.

However, I don't have enough information to answer the second part of the question regarding the IEA's projection for 2030. The text only mentions that there is a figure showing electricity consumption by region from 2005-2024, but it does not provide any information about the IEA's projections for 2030.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q05,3,20.51841699903889,0.06208400009199977,7408.963584000958,7429.544085000089,3,727,880,51,0.0939047945789109,0.035773031494836106,02_IEA_0046;02_IEA_0048;02_IEA_0047,"According to the context, 65% of the USD 16 trillion rise in market capitalization of S&P 500 companies came from AI-related companies alone. This indicates a significant surge in investor expectations and a rapid pace of growth in the AI industry.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q06,3,19.510082998749567,0.06887500057928264,12170.475041999453,12190.053999998781,3,705,853,155,0.15407466510452816,0.058694743671569995,02_IEA_0527;02_IEA_0222;02_IEA_0508,"According to the context, the IEA estimates that around one-fifth (20%) of global data centre capacity planned for construction by 2030 may be delayed in connecting to the grid due to grid constraints.

To mitigate this risk, the report suggests several strategies:

1. Clarifying the connection queue and capacity ramps of data centres: Utilities should implement policies and incentives that support the rationalisation of the connection pipeline and work together with developers to develop better visibility of roll-out schedules.
2. Accelerating permitting for new generation and grids: Grid operators can contribute to a robust information environment for investment decisions by providing tools such as grid capacity maps and clear grid expansion plans.

These strategies aim to improve the efficiency and transparency of the connection process, rather than necessarily building new transmission lines.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q07,3,22.069167000154266,0.07045799975458067,15024.681999999302,15046.821624999211,3,731,879,206,0.19018242271605665,0.07244999393368177,03_Google_0315;03_Google_0139;03_Google_0343,"According to chunk 2 (source: 03_Google, id: 03_Google_0139), Google increased its Contracted CFE by an unspecified amount, and its overall Grid CFE specifically in North America increased. The specific percentage changes are not provided for these metrics.

However, the question does state that despite significant growth in electricity demand (driven by AI), Google was able to increase its Google CFE percentage from 64% in 2022 and 2023 to 66% in 2024. This is cited as a result of increases in Contracted CFE and overall increases in global Grid CFE, specifically in North America.

Therefore, the answer is:

* The specific percentage changes for Contracted CFE and Grid CFE are not provided.
* Google's Google CFE percentage increased from 64% to 66%.
* The primary reason this was possible is cited as increases in Contracted CFE and overall increases in global Grid CFE, specifically in North America.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q08,3,25.898208001308376,0.07733299935352989,15929.85674999909,15955.832290999751,3,734,883,220,0.20167174950168792,0.076826852972668,03_Google_0026;03_Google_0025;03_Google_0005,"According to the context, Ironwood performance per watt is double that of Trillium (the sixth-generation TPU), but it doesn't directly compare Ironwood to the first Cloud TPU from 2018. However, it does mention that Ironwood is nearly 30 times more power efficient than the first Cloud TPU from 2018.

The broader trend in Google's TPU hardware over four years (from 2015 to 2025) shows a significant improvement in energy efficiency with each new generation. The text mentions that Trillium delivers 14 times more compute per watt of power compared to the first generation of Cloud TPUs, and Ironwood is nearly 30 times more power efficient than the first Cloud TPU from 2018. This represents a trend of increasing energy efficiency in Google's TPU hardware over time.

Therefore, the answer is:

Ironwood performance per watt is nearly 30 times more power-efficient than the first Cloud TPU from 2018. This represents a broader trend of increasing energy efficiency in Google's TPU hardware with each new generation.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q09,3,38.639250000414904,0.06637499973294325,7740.810833000069,7779.5164580002165,3,521,668,82,0.09832822667903426,0.0374581379533781,03_Google_0133;03_Google_0134;03_Google_0350,"I don't have enough information to answer that.

The provided context only mentions Google's 2025 Environmental Report and some of its key points, but it doesn't explicitly discuss a contradiction between operational emissions falling while overall climate ambitions becoming harder to achieve. It does mention progress in reducing data center energy emissions by 12% in 2024, but it doesn't address the specific issue mentioned in the question.",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q10,3,20.686875001047156,0.06158299947855994,12761.455833000582,12782.204291001108,3,731,877,155,0.16155907475338954,0.06154592952730374,04_EPRI_0037;04_EPRI_0038;04_EPRI_0036,"According to the context, a typical ChatGPT request is estimated to require 2.9 watt-hours (Wh) of electricity per request, while a traditional Google query uses about 0.3 Wh each [47]. This means that AI queries are estimated to require 10 times the electricity of traditional Google queries.

If AI were integrated into all Google searches, the electricity consumption could increase significantly. According to SemiAnalysis, this could necessitate 80 gigawatt-hours (GWh) daily or 29.2 terawatt-hours (TWh) yearly electricity consumption [34]. New Street Research's similar analysis suggests the need for around 400,000 servers, consuming 62.4 GWh daily or 22.8 TWh yearly [47].",energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q11,3,36.74825000052806,0.2637090001371689,5390.15391599969,5427.165875000355,3,729,862,10,0.06859598527270568,0.026131640589637226,02_IEA_0125;02_IEA_0534;02_IEA_0126,I don't have enough information to answer that.,energy_per_query: proportionally allocated from block tracker
20260510T061625Z_bc360218_r2,2026-05-10T06:16:25+00:00,bc360218,Q12,3,19.667083000967978,0.07133300096029416,9155.649917000119,9175.388333002047,3,705,854,91,0.1159711749112372,0.04417921908243581,05_Greenpeace_0005;05_Greenpeace_0017;05_Greenpeace_0042,"According to the context:

* Global electricity consumption from AI chip manufacturing increased by more than 350% year on year, from 218 GWh in 2023 to nearly 984 GWh in 2024.
* By 2030, global electricity demand for artificial intelligence (AI) chipmaking is estimated to reach as much as 37,238 gigawatt hours (GWh), a 170-fold increase compared to 2023.",energy_per_query: proportionally allocated from block tracker
